condition,y_obs_rate,trial,n_cols_used,n_train_pairs,rmse_Z,w0_err,w_err,train_y_ll,test_y_ll,train_y_rmse,test_y_rmse,nan_occurred,runtime_s,x_rmse_gauss,x_rmse_bern,x_rmse_pois
per_column_all,0.5,8,9,1264,0.235943710067467,0.012437076503680977,0.0007621592295683488,-1.966327918436894,-1.9731500270702744,1.9080798853834822,1.8897203119806747,False,7.4,0.2682127885128396,0.4491763839804071,1.382977139287158
all_gaussian,0.5,8,9,1264,0.25031878106352645,0.008400168666131913,0.00439572966234103,-1.9662704887607068,-1.9808429703953518,1.9143730397284693,1.9122935944006765,False,4.76,0.27846173946423175,0.6691140555143479,2.4131680632832286
y_only,0.5,8,0,1264,0.36991223651162347,0.002443088576925323,0.012522406175402234,-1.961539804291739,-2.0299541910526497,1.877629001585976,2.0091134025618067,False,4.8,,,
single_gaussian,0.2,8,3,506,0.2945626257937424,0.055388526765886015,0.011589909345380955,-1.9039488177044122,-1.9860758778182097,1.7754229959569006,1.9199667883572844,False,4.79,0.28820746397598285,,
per_column_all,0.2,8,9,506,0.27493373742280325,0.051883296383786526,0.013451078020806029,-1.907746592665414,-1.980522632478093,1.7670011223526654,1.9019616596751359,False,7.75,0.2708539530528216,0.4475353573611209,1.3578184642427995
all_gaussian,0.2,8,9,506,0.866864480275787,0.1553030486242981,0.07125391867814682,-2.0193689760653726,-2.1441907607121786,1.9797782389395826,2.211085253695244,False,4.89,0.6183512295973196,0.5417987073673355,1.6869850388681975
y_only,0.2,8,0,506,0.7443046947501926,0.0581023141759438,0.007405917808313178,-1.9021254747201861,-2.18581614034604,1.7260263994323661,2.294629374088715,False,4.99,,,
single_gaussian,0.1,8,3,253,0.3290983949121454,0.010275364280412758,0.04480020701818993,-1.9305127871359469,-2.0292984791550723,1.8057849097861702,2.1868465322665167,False,5.02,0.3109543757362944,,
per_column_all,0.1,8,9,253,0.29335045838053025,0.013421393087019728,0.03479292634971315,-1.9485568209788315,-1.9989604817940434,1.8517219418059105,2.006118312876717,False,7.47,0.28156034438097666,0.4458903622356673,1.3833879074607818
all_gaussian,0.1,8,9,253,0.9056904983975461,0.09414052296763198,0.05399598060622629,-2.093721295457416,-2.1465941481117237,2.1044474217462596,2.2377613749086698,False,4.87,0.6363939281759751,0.5173431660194093,1.6599877077390839
y_only,0.1,8,0,253,1.2056248004759078,0.040292259544510545,0.014623294110248541,-1.8957833383627145,-2.62715536961128,1.6983755263699158,3.0674031992827944,False,4.86,,,
single_gaussian,1.0,9,3,2528,0.21581732011141558,0.008858828849031664,0.0027790348145001476,-1.9725751061440022,-2.0138553084781594,1.8761725505687945,2.0722779854931863,False,4.71,0.3005097168222639,,
per_column_all,1.0,9,9,2528,0.20150714315778057,0.00838965622598975,0.0002463021871785265,-1.972857300493802,-2.005245527641084,1.8938053462472257,2.023948966245341,False,7.37,0.31070012968520594,0.471704217915689,1.2826744413511164
all_gaussian,1.0,9,9,2528,0.2316735877941499,0.010998109627476493,0.002277806767730206,-1.9757094055586981,-2.0537085814898512,1.8824246203959705,2.2391966710107503,False,5.06,0.2968348371875749,0.6990011188784446,2.293725115974231
y_only,1.0,9,0,2528,0.31475027887072465,0.011280694930277724,0.0029960797464200217,-1.9699356504834948,-2.041156209746252,1.874913471930436,2.1163242328445255,False,4.89,,,
single_gaussian,0.5,9,3,1264,0.263858710066137,0.00030877380458549375,0.0020424642883387634,-1.9402753734535672,-2.032311087206702,1.7870135768274584,2.11850990102986,False,5.44,0.28585957522558714,,
per_column_all,0.5,9,9,1264,0.25282056720655294,0.0008905084533177288,0.00392171580441919,-1.9365552210161778,-2.021851476414778,1.8043946633445067,2.1058767002728898,False,7.78,0.30231643030322186,0.47217535052576654,1.2924023916339717
all_gaussian,0.5,9,9,1264,0.27612343833884706,5.150288286559501e-05,0.003278201127065894,-1.942055330857421,-2.0815650837880733,1.8082997423636706,2.3413977924865534,False,5.09,0.29654893654185055,0.6994977165296047,2.274188601160868
y_only,0.5,9,0,1264,0.48884322764597204,0.0034388153920219544,0.009290623630782369,-1.9371980698343383,-2.136600484497868,1.7848598037672472,2.345885661485172,False,5.01,,,
single_gaussian,0.2,9,3,506,0.3896537428280422,0.009641518371549251,0.02126158395019323,-2.001633378931102,-2.1372966028697555,1.8990225232804023,2.3701838093312637,False,5.03,0.34712835915029266,,
per_column_all,0.2,9,9,506,0.33832968534899777,0.004661099020177417,0.03060695212364878,-2.0061521215475944,-2.1010460010856544,1.9145092091495135,2.4149227220841176,False,7.94,0.34218288477850933,0.4704960423611851,1.2408476649856623
all_gaussian,0.2,9,9,506,0.9198647054818595,0.09300356669266119,0.08419697094246162,-2.1265994381801647,-2.261516108218449,2.18615082739227,2.667800031463037,False,5.11,0.7638364934667413,0.48452584980971963,1.749417499212223
y_only,0.2,9,0,506,0.9309101458181509,0.0025629222140448604,0.012724767283471494,-1.9946182210522196,-2.4885429118218565,1.9281082399654172,3.00692043396357,False,4.93,,,
single_gaussian,0.1,9,3,253,0.39875604308546614,0.035605618466363786,0.008923638183580718,-1.918280073643539,-2.118930768060455,1.7185497924380055,2.3663259526897282,False,4.89,0.36388308427163846,,
per_column_all,0.1,9,9,253,0.3573452522317605,0.037716286243042685,0.02860177953802412,-1.9381989662404573,-2.1349777377894847,1.7580693394430675,2.4885059797392195,False,7.85,0.3334456576245989,0.46662289539809954,1.304504908768397
all_gaussian,0.1,9,9,253,0.8743565766274444,0.18388543639989585,0.059185869645597966,-2.001519797813116,-2.302424623637981,1.9018735891925393,2.733836225466657,False,5.15,0.6942723470706063,0.4850965091700123,1.71067749244995
y_only,0.1,9,0,253,1.106648047564804,0.04463240592244477,0.03646168609320216,-1.95541813857213,-2.564854150806982,1.8528915020981593,3.0919822137129134,False,4.92,,,
