scenario,condition_name,trial,seed_data,seed_model,true_x,true_y,est_x,est_y,fix_w,fix_x,n,d,k,rmse_z,rmse_x,rmse_y,q_final,w_est,success,error_message,note
A,Y_only,6,6600,6650,poisson,bernoulli,poisson,bernoulli,False,True,150,15,3,0.26343584898768385,2.122681741990018,0.1146100219485266,-7339.863744601496,1.5016000295688572,True,,fixed_official exp4 scen_a 10trials
A,Y_only,7,6700,6750,poisson,bernoulli,poisson,bernoulli,False,True,150,15,3,0.2656675123697443,2.099312056629769,0.11094742490598274,-7471.6946003521325,1.4180160825684944,True,,fixed_official exp4 scen_a 10trials
A,Y_only,8,6800,6850,poisson,bernoulli,poisson,bernoulli,False,True,150,15,3,0.2885965601471174,2.223610677354389,0.11613586958656505,-7340.282090967832,1.517577680829941,True,,fixed_official exp4 scen_a 10trials
A,Y_only,9,6900,6950,poisson,bernoulli,poisson,bernoulli,False,True,150,15,3,0.2931762749876758,2.1965629717558497,0.11773853689163095,-7398.65658486659,1.4791073429672634,True,,fixed_official exp4 scen_a 10trials
A,X_only,0,6000,6050,poisson,bernoulli,poisson,bernoulli,True,False,150,15,3,0.5275385827360107,1.226820239928926,0.3213581100742454,-8241.535772641984,0.0,True,,fixed_official exp4 scen_a 10trials
A,X_only,1,6100,6150,poisson,bernoulli,poisson,bernoulli,True,False,150,15,3,0.5418208906516745,1.2173768716522972,0.31557527786870804,-8351.49769595591,0.0,True,,fixed_official exp4 scen_a 10trials
A,X_only,2,6200,6250,poisson,bernoulli,poisson,bernoulli,True,False,150,15,3,0.6171383436628624,1.225726704205008,0.30193556226964197,-8214.477191008922,0.0,True,,fixed_official exp4 scen_a 10trials
A,X_only,3,6300,6350,poisson,bernoulli,poisson,bernoulli,True,False,150,15,3,0.5019778205866885,1.1976234828623276,0.3220194971492357,-8327.485063004979,0.0,True,,fixed_official exp4 scen_a 10trials
A,X_only,4,6400,6450,poisson,bernoulli,poisson,bernoulli,True,False,150,15,3,0.606057322599911,1.2050710911133353,0.32460503915580013,-8433.689844055973,0.0,True,,fixed_official exp4 scen_a 10trials
A,X_only,5,6500,6550,poisson,bernoulli,poisson,bernoulli,True,False,150,15,3,0.618354779658311,1.2501152198469878,0.3081515320375185,-8246.724481625108,0.0,True,,fixed_official exp4 scen_a 10trials
A,X_only,6,6600,6650,poisson,bernoulli,poisson,bernoulli,True,False,150,15,3,0.8320606266750508,1.342593479877697,0.3176479403477787,-8573.966342477852,0.0,True,,fixed_official exp4 scen_a 10trials
A,X_only,7,6700,6750,poisson,bernoulli,poisson,bernoulli,True,False,150,15,3,0.5930277146694929,1.1937321299256416,0.3182927499934053,-8483.012540986349,0.0,True,,fixed_official exp4 scen_a 10trials
A,X_only,8,6800,6850,poisson,bernoulli,poisson,bernoulli,True,False,150,15,3,0.5548041407692279,1.217442687047473,0.31109061208293665,-8230.00270676713,0.0,True,,fixed_official exp4 scen_a 10trials
A,X_only,9,6900,6950,poisson,bernoulli,poisson,bernoulli,True,False,150,15,3,0.5879683045612486,1.1878423516408094,0.31583671540196656,-8308.756070682393,0.0,True,,fixed_official exp4 scen_a 10trials
